team1,team2,team1_elo_before,team2_elo_before,elo_diff_before,expected_team1_win,goal_margin_factor,team1_elo_after,team2_elo_after,elo_change_team1,elo_change_team2,result_numeric
Canada,Morocco,1515.96,1684.035724411112,-168.07572441111188,0.27537476667958255,0.34657359027997264,1512.1424951375739,1687.853229273538,-3.8175048624261763,3.8175048624261763,-1
Croatia,Belgium,1690.8413689497345,1740.62,-49.7786310502654,0.4288489786661675,0.0,1690.8413689497345,1740.62,0.0,0.0,0
Japan,Spain,1652.79,1853.27,-200.48000000000002,0.2397490821235742,0.34657359027997264,1663.329315604883,1842.730684395117,10.539315604883086,-10.539315604883086,1
Australia,Denmark,1542.352160607278,1611.49,-69.13783939272207,0.40179550484321525,0.34657359027997264,1550.6450357916021,1603.1971248156758,8.292875184324203,-8.292875184324203,1
Poland,Argentina,1508.1739178420016,1876.6599136386476,-368.48599579664597,0.10705560850628439,0.5493061443340549,1505.8216657004848,1879.0121657801644,-2.3522521415168285,2.3522521415168285,-1
Ecuador,Senegal,1560.13,1629.6968163886777,-69.56681638867758,0.4012021166233476,0.34657359027997264,1554.568157680557,1635.2586587081207,-5.561842319443031,5.561842319443031,-1
Netherlands,Qatar,1747.55,1474.6,272.95000000000005,0.8279583856544842,0.5493061443340549,1751.3301406336457,1470.8198593663542,3.780140633645715,-3.780140633645715,1
Wales,England,1534.39,1815.4568098193886,-281.0668098193885,0.16548769923779352,0.6931471805599453,1529.801706714239,1820.0451031051498,-4.58829328576121,4.58829328576121,-1
Brazil,Switzerland,1782.7949021410448,1618.3157651993024,164.47913694174235,0.7204748065437004,0.34657359027997264,1786.669944135839,1614.4407232045082,3.8750419947941737,-3.8750419947941737,1
Portugal,Uruguay,1749.2136415388745,1695.91,53.303641538874444,0.5761138582137557,0.5493061443340549,1758.527372026124,1686.5962695127505,9.313730487249586,-9.313730487249586,1
Belgium,Morocco,1740.62,1687.853229273538,52.7667707264618,0.5753589661561774,0.5493061443340549,1727.9780713877087,1700.4951578858293,-12.641928612291167,12.641928612291167,-1
Croatia,Canada,1690.8413689497345,1512.1424951375739,178.69887381216063,0.7366586273751721,0.6931471805599453,1698.142742148122,1504.8411219391865,7.3013731983874095,-7.3013731983874095,1
Spain,Germany,1842.730684395117,1703.79,138.94068439511693,0.6899331676058681,0.0,1842.730684395117,1703.79,0.0,0.0,0
France,Denmark,1873.9244358459982,1603.1971248156758,270.7273110303224,0.8261281935895283,0.34657359027997264,1876.334810893844,1600.78674976783,2.4103750478457187,-2.4103750478457187,1
Argentina,Mexico,1879.0121657801644,1627.4,251.61216578016433,0.8097514626000136,0.5493061443340549,1883.1923534019397,1623.2198123782248,4.180187621775303,-4.180187621775303,1
Wales,IR Iran,1529.801706714239,1635.31,-105.50829328576106,0.352662894858505,0.5493061443340549,1522.0529109132624,1643.0587958009764,-7.748795800976495,7.748795800976495,-1
Qatar,Senegal,1470.8198593663542,1635.2586587081207,-164.43879934176653,0.27957195918868905,0.5493061443340549,1464.67703556772,1641.401482506755,-6.142823798634254,6.142823798634254,-1
Netherlands,Ecuador,1751.3301406336457,1554.568157680557,196.7619829530886,0.7563281725348941,0.0,1751.3301406336457,1554.568157680557,0.0,0.0,0
Uruguay,Korea Republic,1686.5962695127505,1588.7521839412693,97.84408557148117,0.6372009183216903,0.0,1686.5962695127505,1588.7521839412693,0.0,0.0,0
Brazil,Serbia,1786.669944135839,1509.272359676671,277.397584459168,0.8315747073997442,0.5493061443340549,1790.3706260593021,1505.5716777532077,3.7006819234632076,-3.7006819234632076,1
Morocco,Croatia,1700.4951578858293,1698.142742148122,2.3524157377073607,0.5033853466492546,0.0,1700.4951578858293,1698.142742148122,0.0,0.0,0
Germany,Japan,1703.79,1663.329315604883,40.460684395116914,0.5579658015589878,0.34657359027997264,1696.0549515560103,1671.0643640488727,-7.735048443989626,7.735048443989626,-1
Belgium,Canada,1727.9780713877087,1504.8411219391865,223.13694944852227,0.7832113273494407,0.34657359027997264,1730.98340053221,1501.8357927946852,3.0053291445012746,-3.0053291445012746,1
Mexico,Poland,1623.2198123782248,1505.8216657004848,117.39814667773999,0.6628002227783713,0.0,1623.2198123782248,1505.8216657004848,0.0,0.0,0
France,Australia,1876.334810893844,1550.6450357916021,325.6897751022418,0.8670151285554091,0.6931471805599453,1880.0219344418017,1546.9579122436444,3.6871235479577535,-3.6871235479577535,1
England,IR Iran,1820.0451031051498,1643.0587958009764,176.98630730417335,0.734741727581715,0.8047189562170501,1828.583437509485,1634.5204613966412,8.538334404335274,-8.538334404335274,1
Senegal,Netherlands,1641.401482506755,1751.3301406336457,-109.9286581268907,0.34687586699809736,0.5493061443340549,1633.7798407042246,1758.951782436176,-7.621641802530348,7.621641802530348,-1
Qatar,Ecuador,1464.67703556772,1554.568157680557,-89.89112211283714,0.37344755682078484,0.5493061443340549,1456.471554065792,1562.773639182485,-8.205481501928034,8.205481501928034,-1
France,Croatia,1880.0219344418017,1698.142742148122,181.8791922936798,0.7401947070941775,0.5493061443340549,1885.7304401907488,1692.4342363991748,5.708505748947118,-5.708505748947118,1
Belgium,England,1730.98340053221,1828.583437509485,-97.60003697727507,0.36312391324418836,0.5493061443340549,1744.9769984375857,1814.5898396041093,13.993597905375736,-13.993597905375736,1
Croatia,England,1692.4342363991748,1814.5898396041093,-122.15560320493455,0.3311066331785445,0.34657359027997264,1701.7070674253257,1805.3170085779584,9.272831026150925,-9.272831026150925,1
France,Belgium,1885.7304401907488,1744.9769984375857,140.7534417531631,0.6921610582621628,0.34657359027997264,1889.9979940813917,1740.709444546943,4.26755389064283,-4.26755389064283,1
Sweden,England,1540.2,1805.3170085779584,-265.11700857795836,0.17855971234779242,0.5493061443340549,1536.2766421150734,1809.240366462885,-3.923357884926645,3.923357884926645,-1
Russia,Croatia,1512.32,1701.7070674253257,-189.38706742532577,0.2515806950942302,0.0,1512.32,1701.7070674253257,0.0,0.0,0
Uruguay,France,1686.5962695127505,1889.9979940813917,-203.40172456864116,0.2366969602031881,0.5493061443340549,1681.3955057293583,1895.1987578647838,-5.200763783392176,5.200763783392176,-1
Brazil,Belgium,1790.3706260593021,1740.709444546943,49.661181512359235,0.570985412605157,0.34657359027997264,1782.4550874815397,1748.6249831247053,-7.915538577762391,7.915538577762391,-1
Sweden,Switzerland,1536.2766421150734,1614.4407232045082,-78.16408108943483,0.38937298222068895,0.34657359027997264,1544.7417300300226,1605.975635289559,8.465087914949208,-8.465087914949208,1
Colombia,England,1694.44,1809.240366462885,-114.800366462885,0.34055003713703647,0.0,1694.44,1809.240366462885,0.0,0.0,0
Brazil,Mexico,1782.4550874815397,1623.2198123782248,159.23527510331496,0.7143553408179082,0.5493061443340549,1788.731342136937,1616.9435577228276,6.276254655397224,-6.276254655397224,1
Belgium,Japan,1748.6249831247053,1671.0643640488727,77.56061907583262,0.6098007630511192,0.34657359027997264,1754.0342931436605,1665.6550540299174,5.409310018955239,-5.409310018955239,1
Spain,Russia,1842.730684395117,1512.32,330.41068439511696,0.8701173561028565,0.0,1842.730684395117,1512.32,0.0,0.0,0
Croatia,Denmark,1701.7070674253257,1600.78674976783,100.92031765749562,0.6412846027216248,0.0,1701.7070674253257,1600.78674976783,0.0,0.0,0
France,Argentina,1895.1987578647838,1883.1923534019397,12.006404462844102,0.5172717302032496,0.34657359027997264,1901.8907926485078,1876.5003186182157,6.6920347837240115,-6.6920347837240115,1
Uruguay,Portugal,1681.3955057293583,1758.527372026124,-77.13186629676579,0.39078666477310164,0.34657359027997264,1689.8409958427992,1750.0818819126832,8.445490113440883,-8.445490113440883,1
Japan,Poland,1665.6550540299174,1505.8216657004848,159.83338832943264,0.7150573756739692,0.34657359027997264,1655.7422539521774,1515.7344657782248,-9.91280007774003,9.91280007774003,-1
Senegal,Colombia,1633.7798407042246,1694.44,-60.66015929577543,0.4135793558227964,0.34657359027997264,1628.0464134156973,1700.1734272885274,-5.733427288527309,5.733427288527309,-1
England,Belgium,1809.240366462885,1754.0342931436605,55.206073319224515,0.5787859793393656,0.34657359027997264,1801.216689068351,1762.0579705381947,-8.023677394534161,8.023677394534161,-1
Korea Republic,Germany,1588.7521839412693,1696.0549515560103,-107.30276761474101,0.35030828541401293,0.5493061443340549,1603.0273699710697,1681.77976552621,14.275186029800352,-14.275186029800352,1
Mexico,Sweden,1616.9435577228276,1544.7417300300226,72.20182769280495,0.6024363885036089,0.6931471805599453,1600.2404743565078,1561.4448133963424,-16.703083366319788,16.703083366319788,-1
Serbia,Brazil,1505.5716777532077,1788.731342136937,-283.15966438372925,0.1638306276186297,0.5493061443340549,1501.971950937967,1792.3310689521777,-3.5997268152407287,3.5997268152407287,-1
Australia,Peru,1546.9579122436444,1488.42,58.537912243644314,0.5834546309086023,0.5493061443340549,1534.1381036957143,1501.2398085479301,-12.819808547930052,12.819808547930052,-1
Denmark,France,1600.78674976783,1901.8907926485078,-301.10404288067775,0.1501667001026881,0.0,1600.78674976783,1901.8907926485078,0.0,0.0,0
Nigeria,Argentina,1482.23,1876.5003186182157,-394.2703186182157,0.09367196241021002,0.34657359027997264,1480.931430867157,1877.7988877510588,-1.298569132843113,1.298569132843113,-1
Uruguay,Russia,1689.8409958427992,1512.32,177.52099584279927,0.7353411682455028,0.6931471805599453,1697.1788967644359,1504.9820990783633,7.337900921636674,-7.337900921636674,1
Spain,Morocco,1842.730684395117,1700.4951578858293,142.23552650928764,0.6939759278056418,0.0,1842.730684395117,1700.4951578858293,0.0,0.0,0
IR Iran,Portugal,1634.5204613966412,1750.0818819126832,-115.56142051604206,0.3395668639695324,0.0,1634.5204613966412,1750.0818819126832,0.0,0.0,0
England,Panama,1801.216689068351,1504.39,296.8266890683508,0.8466639278001266,0.8958797346140275,1806.711516255118,1498.8951728132329,5.494827186767225,-5.494827186767225,1
Japan,Senegal,1655.7422539521774,1628.0464134156973,27.69584053648009,0.5397733078171479,0.0,1655.7422539521774,1628.0464134156973,0.0,0.0,0
Poland,Colombia,1515.7344657782248,1700.1734272885274,-184.43896151030253,0.2569816598652603,0.6931471805599453,1508.609421258576,1707.2984718081761,-7.125044519648782,7.125044519648782,-1
Korea Republic,Mexico,1603.0273699710697,1600.2404743565078,2.7868956145618995,0.5040105791706249,0.34657359027997264,1596.0402997325796,1607.2275445949979,-6.987070238490105,6.987070238490105,-1
Germany,Sweden,1681.77976552621,1561.4448133963424,120.33495212986759,0.6665681008915268,0.34657359027997264,1686.4021131417257,1556.8224657808266,4.622347615515764,-4.622347615515764,1
Serbia,Switzerland,1501.971950937967,1605.975635289559,-104.00368435159203,0.35464269545353233,0.34657359027997264,1497.055559248771,1610.892026978755,-4.916391689195962,4.916391689195962,-1
Denmark,Australia,1600.78674976783,1534.1381036957143,66.64864607211575,0.5947556540646911,0.0,1600.78674976783,1534.1381036957143,0.0,0.0,0
France,Peru,1901.8907926485078,1501.2398085479301,400.6509841005777,0.909400134328479,0.34657359027997264,1903.1467734774944,1499.9838277189435,1.2559808289865941,-1.2559808289865941,1
Argentina,Croatia,1877.7988877510588,1701.7070674253257,176.09182032573312,0.7337369784205553,0.6931471805599453,1857.4553790364675,1722.050576139917,-20.34350871459128,20.34350871459128,-1
Portugal,Morocco,1750.0818819126832,1700.4951578858293,49.58672402685397,0.5708804162211583,0.34657359027997264,1756.0307425050705,1694.546297293442,5.948860592387291,-5.948860592387291,1
IR Iran,Spain,1634.5204613966412,1842.730684395117,-208.21022299847573,0.2317324824445928,0.34657359027997264,1631.3079670596287,1845.9431787321294,-3.2124943370124583,3.2124943370124583,-1
Colombia,Japan,1707.2984718081761,1655.7422539521774,51.55621785599874,0.5736555268285237,0.34657359027997264,1699.3459175874998,1663.6948081728538,-7.9525542206763475,7.9525542206763475,-1
Poland,Senegal,1508.609421258576,1628.0464134156973,-119.43699215712127,0.3345817392599048,0.34657359027997264,1503.971133473879,1632.6847012003943,-4.638287784697013,4.638287784697013,-1
Russia,Egypt,1504.9820990783633,1513.48,-8.497900921636756,0.4877729756404785,0.5493061443340549,1516.2368771493486,1502.2252219290147,11.254778070985367,-11.254778070985367,1
Sweden,Korea Republic,1556.8224657808266,1596.0402997325796,-39.21783395175294,0.44379948945996034,0.34657359027997264,1564.5330420949633,1588.3297234184429,7.710576314136688,-7.710576314136688,1
Belgium,Panama,1762.0579705381947,1498.8951728132329,263.1627977249618,0.8197843070324902,0.6931471805599453,1767.0546105171181,1493.8985328343094,4.99663997892344,-4.99663997892344,1
Germany,Mexico,1686.4021131417257,1607.2275445949979,79.17456854672787,0.6120091444649126,0.34657359027997264,1677.9178648824707,1615.711792854253,-8.484248259255082,8.484248259255082,-1
Brazil,Switzerland,1792.3310689521777,1610.892026978755,181.43904197342272,0.7397071619427696,0.0,1792.3310689521777,1610.892026978755,0.0,0.0,0
France,Australia,1903.1467734774944,1534.1381036957143,369.0086697817801,0.8932316725187774,0.34657359027997264,1904.6268967808287,1532.65798039238,1.480123303334267,-1.480123303334267,1
Peru,Denmark,1499.9838277189435,1600.78674976783,-100.80292204888656,0.35887086843554905,0.34657359027997264,1495.0088211061195,1605.761756380654,-4.975006612824018,4.975006612824018,-1
Croatia,Nigeria,1722.050576139917,1480.931430867157,241.11914527276008,0.8002717034833643,0.5493061443340549,1726.4390553588755,1476.5429516481984,4.388479218958537,-4.388479218958537,1
Egypt,Uruguay,1502.2252219290147,1697.1788967644359,-194.95367483542122,0.24559536269507198,0.34657359027997264,1498.820547264801,1700.5835714286495,-3.404674664213644,3.404674664213644,-1
Morocco,IR Iran,1694.546297293442,1631.3079670596287,63.23833023381326,0.5900154123413082,0.34657359027997264,1686.3669469024162,1639.4873174506545,-8.179350391025764,8.179350391025764,-1
Portugal,Spain,1756.0307425050705,1845.9431787321294,-89.91243622705883,0.373418848797312,0.0,1756.0307425050705,1845.9431787321294,0.0,0.0,0
Germany,Argentina,1677.9178648824707,1857.4553790364675,-179.53751415399688,0.2624059236925784,0.34657359027997264,1688.1430899702748,1847.2301539486634,10.22522508780412,-10.22522508780412,1
Brazil,Netherlands,1792.3310689521777,1758.951782436176,33.379286516001685,0.5478894042781696,0.6931471805599453,1777.1403491188144,1774.1425022695394,-15.190719833363346,15.190719833363346,-1
Netherlands,Argentina,1774.1425022695394,1847.2301539486634,-73.08765167912406,0.3963429556827255,0.0,1774.1425022695394,1847.2301539486634,0.0,0.0,0
Brazil,Germany,1777.1403491188144,1688.1430899702748,88.99725914853957,0.6253476968110342,0.9729550745276566,1752.8029405205552,1712.480498568534,-24.337408598259117,24.337408598259117,-1
Argentina,Belgium,1847.2301539486634,1767.0546105171181,80.1755434315453,0.6133764855807315,0.34657359027997264,1852.5898939278213,1761.6948705379602,5.359739979157894,-5.359739979157894,1
France,Germany,1904.6268967808287,1712.480498568534,192.1463982122948,0.7513982490308212,0.34657359027997264,1894.2103052249608,1722.8970901244018,-10.416591555867853,10.416591555867853,-1
Brazil,Colombia,1752.8029405205552,1699.3459175874998,53.45702293305544,0.5763294621599659,0.34657359027997264,1758.676261296358,1693.472596811697,5.8733207758027675,-5.8733207758027675,1
Argentina,Switzerland,1852.5898939278213,1610.892026978755,241.69786694906634,0.8008036498995387,0.34657359027997264,1855.3513416968206,1608.1305792097558,2.7614477689992327,-2.7614477689992327,1
France,Nigeria,1894.2103052249608,1476.5429516481984,417.6673535767625,0.9171535912917061,0.5493061443340549,1896.0306268785398,1474.7226299946194,1.820321653578958,-1.820321653578958,1
Germany,Algeria,1722.8970901244018,1495.85,227.04709012440185,0.7870087217295196,0.34657359027997264,1725.8497762047425,1492.8973139196592,2.9526860803407544,-2.9526860803407544,1
Netherlands,Mexico,1774.1425022695394,1615.711792854253,158.4307094152864,0.7134093472062055,0.34657359027997264,1778.1154923287165,1611.7388027950758,3.972990059177164,-3.972990059177164,1
Colombia,Uruguay,1693.472596811697,1700.5835714286495,-7.11097461695249,0.4897679136045952,0.5493061443340549,1704.6835416154322,1689.3726266249143,11.210944803735174,-11.210944803735174,1
Korea Republic,Belgium,1588.3297234184429,1761.6948705379602,-173.36514711951736,0.2693407290791701,0.34657359027997264,1584.595868079019,1765.428725877384,-3.733855339423826,3.733855339423826,-1
Algeria,Russia,1492.8973139196592,1516.2368771493486,-23.339563229689475,0.4664621022171,0.0,1492.8973139196592,1516.2368771493486,0.0,0.0,0
Nigeria,Argentina,1474.7226299946194,1855.3513416968206,-380.62871170220114,0.10055482554568856,0.34657359027997264,1473.3286441182456,1856.7453275731943,-1.3939858763737902,1.3939858763737902,-1
Ecuador,France,1562.773639182485,1896.0306268785398,-333.2569876960547,0.12804216663365398,0.0,1562.773639182485,1896.0306268785398,0.0,0.0,0
Italy,Uruguay,1731.51,1689.3726266249143,42.137373375085645,0.5603449710425262,0.34657359027997264,1723.7419692636186,1697.1406573612958,-7.768030736381434,7.768030736381434,-1
Japan,Colombia,1663.6948081728538,1704.6835416154322,-40.98873344257845,0.4412846209047006,0.6931471805599453,1651.4598005406715,1716.9185492476145,-12.23500763218226,12.23500763218226,-1
Greece,Côte d'Ivoire,1489.88,1478.47,11.410000000000082,0.5164144093539424,0.34657359027997264,1496.5839197743148,1471.7660802256855,6.703919774314727,-6.7039197743145,1
Australia,Spain,1532.65798039238,1845.9431787321294,-313.2851983397493,0.1414359197774991,0.6931471805599453,1528.736544031433,1849.8646150930765,-3.9214363609471548,3.9214363609471548,-1
Croatia,Mexico,1726.4390553588755,1611.7388027950758,114.70025256379972,0.659320527558044,0.5493061443340549,1711.9523026839474,1626.2255554700039,-14.486752674928084,14.486752674928084,-1
Belgium,Russia,1765.428725877384,1516.2368771493486,249.19184872803544,0.807595842284305,0.34657359027997264,1768.096013866357,1513.5695891603757,2.66728798897293,-2.66728798897293,1
Korea Republic,Algeria,1584.595868079019,1492.8973139196592,91.6985541593599,0.6289836916871788,0.5493061443340549,1570.7756838178316,1506.7174981808466,-13.820184261187478,13.820184261187478,-1
Argentina,IR Iran,1856.7453275731943,1639.4873174506545,217.25801012253987,0.7774102199524044,0.34657359027997264,1859.8310771424233,1636.4015678814255,3.0857495692289376,-3.0857495692289376,1
Switzerland,France,1608.1305792097558,1896.0306268785398,-287.90004766878405,0.16012666976418968,0.6931471805599453,1603.6909252225757,1900.4702808657198,-4.439653987180009,4.439653987180009,-1
Colombia,Côte d'Ivoire,1716.9185492476145,1471.7660802256855,245.15246902192894,0.8039568880122065,0.34657359027997264,1719.636283854465,1469.048345618835,2.7177346068506267,-2.7177346068506267,1
Uruguay,England,1697.1406573612958,1806.711516255118,-109.57085889382233,0.34734263573169033,0.34657359027997264,1706.188409599581,1797.6637640168328,9.047752238285284,-9.047752238285284,1
Japan,Greece,1651.4598005406715,1496.5839197743148,154.87588076635666,0.7092073021732015,0.0,1651.4598005406715,1496.5839197743148,0.0,0.0,0
Australia,Netherlands,1528.736544031433,1778.1154923287165,-249.3789482972836,0.19223685880383035,0.34657359027997264,1526.0715752978415,1780.780461062308,-2.6649687335914223,2.6649687335914223,-1
Belgium,Algeria,1768.096013866357,1506.7174981808466,261.37851568551037,0.8182618803443374,0.34657359027997264,1770.6154391711489,1504.1980728760548,2.5194253047918664,-2.5194253047918664,1
Brazil,Mexico,1758.676261296358,1626.2255554700039,132.45070582635412,0.6818848877845822,0.0,1758.676261296358,1626.2255554700039,0.0,0.0,0
Russia,Korea Republic,1513.5695891603757,1570.7756838178316,-57.20609465745588,0.4184097973240439,0.0,1513.5695891603757,1570.7756838178316,0.0,0.0,0
Germany,Portugal,1725.8497762047425,1756.0307425050705,-30.18096630032801,0.45667502026935974,0.8047189562170501,1743.338732627762,1738.541786082051,17.488956423019545,-17.488956423019545,1
IR Iran,Nigeria,1636.4015678814255,1473.3286441182456,163.07292376317992,0.7188416793138065,0.0,1636.4015678814255,1473.3286441182456,0.0,0.0,0
Switzerland,Ecuador,1603.6909252225757,1562.773639182485,40.91728604009063,0.5586139734713816,0.34657359027997264,1609.8098348191131,1556.6547295859477,6.118909596537378,-6.118909596537378,1
Colombia,Greece,1719.636283854465,1496.5839197743148,223.05236408015026,0.7831286424175555,0.6931471805599453,1725.6492346565642,1490.5709689722157,6.0129508020991125,-6.0129508020991125,1
England,Italy,1797.6637640168328,1723.7419692636186,73.92179475321427,0.6048053055961888,0.34657359027997264,1789.2793821695989,1732.1263511108525,-8.384381847233954,8.384381847233954,-1
Côte d'Ivoire,Japan,1469.048345618835,1651.4598005406715,-182.4114549218366,0.25921650917302147,0.34657359027997264,1479.3177853802763,1641.19036077923,10.26943976144139,-10.26943976144139,1
Spain,Netherlands,1849.8646150930765,1780.780461062308,69.08415403076856,0.598130213855052,0.8047189562170501,1830.6115462380637,1800.0335299173207,-19.25306885501277,19.25306885501277,-1
Brazil,Croatia,1758.676261296358,1711.9523026839474,46.72395861241057,0.5668387291900838,0.5493061443340549,1768.1937871980954,1702.43477678221,9.517525901737372,-9.517525901737372,1
Netherlands,Spain,1800.0335299173207,1830.6115462380637,-30.578016320743018,0.4561079659578525,0.34657359027997264,1793.7105309046283,1836.9345452507562,-6.322999012692435,6.322999012692435,-1
Uruguay,Germany,1706.188409599581,1743.338732627762,-37.15032302818099,0.44673921744683254,0.34657359027997264,1699.9952890192044,1749.5318532081387,-6.193120580376672,6.193120580376672,-1
Germany,Spain,1749.5318532081387,1836.9345452507562,-87.40269204261745,0.3768053098965101,0.34657359027997264,1744.308222444643,1842.158176014252,-5.223630763495748,5.223630763495748,-1
Uruguay,Netherlands,1699.9952890192044,1793.7105309046283,-93.7152418854239,0.3683112785110734,0.34657359027997264,1694.8894105338368,1798.816409389996,-5.105878485367612,5.105878485367612,-1
Argentina,Germany,1859.8310771424233,1744.308222444643,115.5228546977803,0.6603833476645006,0.8047189562170501,1838.5741572129953,1765.565142374071,-21.256919929428022,21.256919929428022,-1
Netherlands,Brazil,1798.816409389996,1768.1937871980954,30.62262219190052,0.543955731658591,0.34657359027997264,1805.1385253662233,1761.871671221868,6.322115976227451,-6.322115976227451,1
Spain,Portugal,1842.158176014252,1738.541786082051,103.61638993220095,0.6448468832705814,0.34657359027997264,1847.0816436448133,1733.6183184514896,4.92346763056139,-4.92346763056139,1
Netherlands,Slovakia,1805.1385253662233,1486.19,318.9485253662233,0.8624767620452346,0.34657359027997264,1807.0450022592197,1484.2835231070037,1.906476892996352,-1.906476892996352,1
Germany,England,1765.565142374071,1789.2793821695989,-23.714239795527874,0.46592536428955844,0.6931471805599453,1780.3728354921218,1774.471689051548,14.807693118050793,-14.807693118050793,1
Argentina,Mexico,1838.5741572129953,1626.2255554700039,212.34860174299138,0.7724815537332006,0.5493061443340549,1843.5732484323428,1621.2264642506564,4.99909121934752,-4.99909121934752,1
Uruguay,Korea Republic,1694.8894105338368,1570.7756838178316,124.1137267160052,0.6713850335962717,0.34657359027997264,1699.4449812828877,1566.2201130687806,4.555570749050958,-4.555570749050958,1
Portugal,Brazil,1733.6183184514896,1761.871671221868,-28.253352770378342,0.4594295468593843,0.0,1733.6183184514896,1761.871671221868,0.0,0.0,0
Slovakia,Italy,1484.2835231070037,1732.1263511108525,-247.8428280038488,0.19361369506106674,0.34657359027997264,1495.4624109812153,1720.947463236641,11.178887874211568,-11.178887874211568,1
Denmark,Japan,1605.761756380654,1641.19036077923,-35.428604398576,0.44919012875599157,0.5493061443340549,1595.8920404726593,1651.0600766872249,-9.86971590799476,9.86971590799476,-1
Australia,Serbia,1526.0715752978415,1497.055559248771,29.01601604907046,0.5416605917345968,0.34657359027997264,1532.425508669415,1490.7016258771976,6.353933371573476,-6.353933371573476,1
Mexico,Uruguay,1621.2264642506564,1699.4449812828877,-78.21851703223138,0.38929848017162716,0.34657359027997264,1615.8296413721116,1704.8418041614325,-5.396822878544754,5.396822878544754,-1
Nigeria,Korea Republic,1473.3286441182456,1566.2201130687806,-92.891468950535,0.3694152346829051,0.0,1473.3286441182456,1566.2201130687806,0.0,0.0,0
Greece,Argentina,1490.5709689722157,1843.5732484323428,-353.00227946012706,0.11587929932720493,0.5493061443340549,1488.0248405273533,1846.1193768772052,-2.546128444862461,2.546128444862461,-1
Brazil,Côte d'Ivoire,1761.871671221868,1479.3177853802763,282.55388584159164,0.8356911081492708,0.5493061443340549,1765.4819065763609,1475.7075500257833,3.610235354492943,-3.610235354492943,1
Netherlands,Japan,1807.0450022592197,1651.0600766872249,155.98492557199484,0.7105221646988251,0.34657359027997264,1811.0580171666918,1647.0470617797528,4.0130149074720975,-4.0130149074720975,1
Germany,Serbia,1780.3728354921218,1490.7016258771976,289.67120961492424,0.8412397538470235,0.34657359027997264,1768.7107762210417,1502.3636851482777,-11.662059271080125,11.662059271080125,-1
England,Algeria,1774.471689051548,1504.1980728760548,270.2736161754933,0.8257527315986214,0.0,1774.471689051548,1504.1980728760548,0.0,0.0,0
Argentina,Korea Republic,1846.1193768772052,1566.2201130687806,279.8992638084246,0.8335820414644824,0.6931471805599453,1850.7334624273426,1561.6060275186433,4.614085550137361,-4.614085550137361,1
